"","Year","Month","Day","Sampling Site","Depth","Conductivity (mmohs·cm-1)","pH (units)","Alkalinity (mg·L-1 as CaCO3)","Turbidity (NTU)","Color (PT units)","Calcium (mg·L-1)","Magnesium (mg·L-1)","Iron (mg·L-1)","Total Phosphorus (mg·L-1 as P)","Total Filterable Phosphorus (mg·L-1 as P)","Filterable Reactive Phosphorus (mg·L-1 as P)","Total Kjeldahl Nitrogen (mg·L-1 as N)","Ammonia (mg·L-1 as N)","Nitrate + Nitrite (mg·L-1 as N)","Reactive Silicon (mg·L-1 as Si)","Particulate Carbon (mg·L-1 as C)","Total Particulate Phosphorus (mg·L-1 as P)","Total Particulate Nitrogen (mg·L-1 as N)","N:P (atom ratio)"
"150",1994,10,13,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",1994,11,14,"1",1,145,6.8,6,1,17,2.9,2.7,28,4.6,5.9,5,63,9.4,81.5,751,NA,NA,NA,"75:1"
"152",1994,11,14,"1",66,272,6.6,7,0.3,8,3.8,4.8,11,5.1,1.6,1.5,56.8,4.7,52.1,886,NA,NA,NA,"51:1"
"153",1994,11,14,"2",1,154,6.7,6,0.6,11,2.9,2.7,28,3.9,2,1.6,66.8,4.7,77.5,720,NA,NA,NA,"88:1"
"154",1994,11,14,"2",66,NA,NA,NA,NA,11,NA,NA,NA,3.5,2.6,1.9,47.5,7,53.8,NA,NA,NA,NA,"69:1"
"155",1994,11,14,"3",1,156,6.7,6,0.7,11,2.9,2.7,32,3.8,1.5,1.4,55.2,7,75.2,714,NA,NA,NA,"82:1"
"156",1994,11,14,"3",66,230,6.6,6,0.5,9,3.8,4.8,11,2.9,1.3,1.4,42.9,7,4,825,NA,NA,NA,"39:1"
"157",1993,3,18,"1",1,206,6.2,6,0.3,11,4,3.2,23,2.7,2,1.4,52.2,5,66.8,827,NA,NA,NA,"105:1"
"158",1993,3,18,"1",66,221,6.2,6,1,13,5.1,4.1,96,2.4,1.2,0.8,45.7,1.7,70.6,803,NA,NA,NA,"116:1"
"159",1993,3,18,"2",1,207,6.2,6,0.2,12,5.1,4.1,83,2.5,1.9,1.4,48.6,1.7,67.6,779,NA,NA,NA,"111:1"
"160",1993,3,18,"2",66,218,6.4,6,0.2,15,5.1,3.4,89,2.9,4,1.5,44.9,1.7,67.6,779,NA,NA,NA,"93:1"
"161",1993,3,18,"3",1,207,6.4,6,0.3,10,5.1,4.1,102,2.5,1.7,1.3,49.3,1.7,67.6,803,NA,NA,NA,"112:1"
"162",1993,3,18,"3",66,201,6.3,6,1,11,5.1,3.4,53,2.5,1.6,1.3,52.2,1.7,67.6,791,NA,NA,NA,"114:1"
"163",1993,5,17,"1",1,181,6.5,6,0.4,6,2.8,4.3,22,3.7,2.3,1.2,49.2,4.1,68.8,684,NA,NA,NA,"76:1"
"164",1993,5,17,"1",66,226,6.5,6,0.2,6,2.8,4.3,22,2.4,4.6,3,31.6,7.2,85.3,672,NA,NA,NA,"116:1"
"165",1993,5,17,"2",1,206,6.5,6,0.3,5,3.7,4.3,18,3.4,3,1.6,51.5,3.1,72.3,649,NA,NA,NA,"87:1"
"166",1993,5,17,"2",66,227,6.5,6,0.2,5,3.7,4.3,20,2.4,4.5,1.5,36.9,4.1,80.8,661,NA,NA,NA,"116:1"
"167",1993,5,17,"3",1,211,6.6,6,0.3,6,2.8,4.3,12,2.3,3.2,1.6,40,2.1,76.8,649,NA,NA,NA,"121:1"
"168",1993,5,17,"3",66,223,6.5,6,0.2,8,2.8,4.3,24,3.7,1.8,0.7,44.6,5.2,87.3,649,NA,NA,NA,"85:1"
"169",1993,6,15,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,82.3,NA,NA,NA,NA,NA,NA
"170",1993,6,15,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",1993,6,15,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,95.3,NA,NA,NA,NA,NA,NA
"172",1993,6,15,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",1993,6,15,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,86.9,NA,NA,NA,NA,NA,NA
"174",1993,6,15,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",1993,7,16,"1",1,161,6.7,3,2.4,3,2.9,3.3,11,12.5,4.3,1.9,129.2,1.7,4,140,NA,NA,NA,"25:1"
"176",1993,7,16,"1",66,262,6.5,5,1.7,9,3.9,5,16,3.4,2.7,1.8,39.7,1.7,87.2,840,NA,NA,NA,"89:1"
"177",1993,7,16,"2",1,186,6.4,7,1.1,4,3.9,3.3,11,13.1,3.2,0.9,111.5,2.1,4,102,NA,NA,NA,"21:1"
"178",1993,7,16,"2",66,235,6.4,6,0.3,8,2.9,5,11,3.9,2.4,1.3,58.5,2.6,88.8,865,NA,NA,NA,"90:1"
"179",1993,7,16,"3",1,171,6.6,7,1.8,12,2.9,3.3,11,8.1,7.4,4.5,93,1.7,4,225,NA,NA,NA,"29:1"
"180",1993,7,16,"3",66,211,6.4,6,0.6,8,2.9,5,22,3.5,3.4,1.1,47.7,1.7,85.8,764,NA,NA,NA,"91:1"
"181",1993,8,17,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,133.8,NA,NA,NA,NA,NA,NA
"182",1993,8,17,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",1993,8,17,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,89.2,NA,NA,NA,NA,NA,NA
"184",1993,8,17,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",1993,8,17,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,116.2,NA,NA,NA,NA,NA,NA
"186",1993,8,17,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",1993,9,16,"1",1,146,6.7,6,0.7,5,3,3.1,11,11.8,6,1.2,130.8,2.6,4,193,NA,NA,NA,"27:1"
"188",1993,9,16,"1",66,225,6.4,6,0.2,6,4,4.7,19,3.4,4.3,1.2,55.4,3.6,89.8,812,NA,NA,NA,"102:1"
"189",1993,9,16,"2",1,148,6.6,6,0.4,5,3,3.1,11,13.4,4,0.8,132.2,3.1,4,250,NA,NA,NA,"24:1"
"190",1993,9,16,"2",66,224,6.5,6,0.4,5,3,4.7,22,4.8,1.4,0.7,60,2.1,89.8,806,NA,NA,NA,"74:1"
"191",1993,9,16,"3",1,149,6.5,6,0.4,10,3,3.1,11,8.7,6.9,2.9,100,1.7,4,238,NA,NA,NA,"29:1"
"192",1993,9,16,"3",66,225,6.4,6,0.2,9,4,4.7,15,2.9,2.6,1.4,60.8,1.7,90.8,754,NA,NA,NA,"125:1"
"193",1993,10,12,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,107.1,NA,NA,NA,NA,NA,NA
"194",1993,10,12,"1",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",1993,10,12,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,103.3,NA,NA,NA,NA,NA,NA
"196",1993,10,12,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",1993,10,12,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,87.4,NA,NA,NA,NA,NA,NA
"198",1993,10,12,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",1993,11,19,"1",1,145,6.4,6,1.6,10,3,2.9,62,5.8,3.5,2.1,87.5,6.5,42.9,677,NA,NA,NA,"54:1"
"200",1993,11,19,"1",66,131,6.4,4,7.1,10,3,2.9,440,9.9,2.8,1.4,75.4,8.7,42.8,663,NA,NA,NA,"29:1"
"201",1993,11,19,"2",1,154,6.4,5,1.1,11,3,2.9,53,4,3.8,2.1,83,6.5,44.9,663,NA,NA,NA,"76:1"
"202",1993,11,19,"2",66,240,6.4,5,1.1,9,4,4.3,41,6,51.4,50.1,65.5,2.2,72.5,771,NA,NA,NA,"55:1"
"203",1993,11,19,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",1993,11,19,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",1992,3,17,"1",1,181,6.6,4,0.4,9,4,3.1,17,3.7,1.4,0.9,39.2,3.9,66.5,806,NA,NA,NA,"68:1"
"206",1992,3,17,"1",66,213,6.6,4,0.6,11,4.9,3.1,14,3.7,5.2,1.7,43.4,1.7,73,800,NA,NA,NA,"75:1"
"207",1992,3,17,"2",1,190,6.3,4,0.5,9,3,3.9,13,3.7,1.4,0.6,42.4,1.7,68.7,778,NA,NA,NA,"72:1"
"208",1992,3,17,"2",66,217,6.4,7,0.8,10,3,4.8,16,3.3,3.3,1.4,47.5,1.7,70.1,789,NA,NA,NA,"85:1"
"209",1992,3,17,"3",1,204,6.4,5,1,10,4,3.9,30,3.3,1.8,0.8,44.4,NA,69.4,778,NA,NA,NA,"82:1"
"210",1992,3,17,"3",66,216,6.5,5,0.6,10,4,3.9,11,2.6,1.8,0.9,47.5,1.9,70.1,772,NA,NA,NA,"108:1"
"211",1992,4,14,"1",1,177,6.6,6,3,10,2.9,5.2,12,2.8,1.8,1,47.3,1.7,61.6,789,NA,NA,NA,"93:1"
"212",1992,4,14,"1",66,186,6.5,6,3,11,3.8,4.3,18,2.9,2.5,1.3,42.2,1.7,68.4,789,NA,NA,NA,"91:1"
"213",1992,4,14,"2",1,177,6.6,6,2,10,3.8,3.4,12,2.9,2,1,51.4,1.7,58.6,NA,NA,NA,NA,"91:1"
"214",1992,4,14,"2",66,186,6.5,6,3,12,3.8,4.3,11,2.5,3.2,1.9,42.2,2,66.4,778,NA,NA,NA,"104:1"
"215",1992,4,14,"3",1,180,6.6,6,3,14,4,3.1,11,5.5,2,1.5,73.9,2,62.5,767,NA,NA,NA,"59:1"
"216",1992,4,14,"3",66,184,6.5,6,3,12,4,3.9,12,2.7,0.9,0.7,50.4,2,64.5,767,NA,NA,NA,"102:1"
"217",1992,5,11,"1",1,141,6.4,5,0.8,11,4,2.4,48,3.1,2.6,1.4,55.5,2,58.6,857,NA,NA,NA,"88:1"
"218",1992,5,11,"1",66,204,6.4,5,0.8,12,4,5,13,4.2,4,1.7,43.8,2,68.4,798,NA,NA,NA,"64:1"
"219",1992,5,11,"2",1,187,6.4,5,0.8,14,3,4.1,17,3.2,2.7,2.4,52.6,2,61.1,786,NA,NA,NA,"85:1"
"220",1992,5,11,"2",66,214,6.6,5.5,0.9,11,4,5,11,2.6,2.1,1.5,43.8,6.1,65.5,804,NA,NA,NA,"100:1"
"221",1992,5,11,"3",1,187,6.5,5,0.9,11,3,4.1,17,2.9,2.7,1.1,57,3,62.5,786,NA,NA,NA,"98:1"
"222",1992,5,11,"3",66,212,6.5,5,0.4,10,4,5,11,2.2,1.3,0.7,40.9,3,68.4,804,NA,NA,NA,"118:1"
"223",1992,6,17,"1",1,157,6.7,5.5,0.6,10,7.8,0.8,28,8.4,2.8,1.4,114,2,21.9,612,NA,NA,NA,"39:1"
"224",1992,6,17,"1",66,215,6.5,5.5,0.3,12,3.7,4.7,21,2.2,1.9,1.7,40.9,1.7,70.4,772,NA,NA,NA,"121:1"
"225",1992,6,17,"2",1,168,6.7,5.5,0.7,10,2.8,3.4,24,4.9,1.6,0.6,84.7,1.7,26.9,629,NA,NA,NA,"54:1"
"226",1992,6,17,"2",66,206,6.6,5.5,0.3,11,3.7,3.4,28,2.2,7.8,3.6,45.2,6.1,67.4,750,NA,NA,NA,"122:1"
"227",1992,6,17,"3",1,167,6.6,5.5,0.5,11,6.8,0.8,24,4.4,2.6,2.2,77.5,2,31.3,640,NA,NA,NA,"59:1"
"228",1992,6,17,"3",66,228,6.4,5.5,0.3,14,3.7,4,24,2.2,2.4,2.4,38,2,72.3,766,NA,NA,NA,"120:1"
"229",1992,7,14,"1",1,133,6.7,5,0.6,10,2.6,2.1,17,4,3.7,1.6,90.6,4,5.9,567,NA,NA,NA,"58:1"
"230",1992,7,14,"1",66,226,6.5,5,0.2,14,2.6,2.1,18,1.6,2.4,2.1,36.6,2.5,72.3,790,NA,NA,NA,"162:1"
"231",1992,7,14,"2",1,138,6.4,4,0.4,12,3.5,2.1,18,2.7,2.4,1.5,74.5,2,6.4,568,NA,NA,NA,"72:1"
"232",1992,7,14,"2",66,214,6.5,4.5,0.2,10,3.5,2.9,17,1.6,1.9,1,38,2,70.4,768,NA,NA,NA,"162:1"
"233",1992,7,14,"3",1,146,6.5,4,0.4,10,3.5,2.9,17,3.3,2.4,1.6,76,4,13.2,584,NA,NA,NA,"65:1"
"234",1992,7,14,"3",66,231,6.5,5,0.2,11,3.5,2.9,17,1.6,3.9,1.5,32.1,2,73.3,768,NA,NA,NA,"157:1"
"235",1992,9,19,"1",1,11,6.5,5,0.7,12,3.7,2.1,29,4.2,2.9,1.3,74.5,6.1,13.7,440,NA,NA,NA,"50:1"
"236",1992,9,19,"1",66,235,6.4,5,0.5,14,3.7,4.8,26,1.7,4.7,2.7,35.1,9.1,78.2,859,NA,NA,NA,"159:1"
"237",1992,9,19,"2",1,117,6.3,4.5,0.7,12,2.7,2.1,36,3.6,3.1,1.6,74.5,8.1,10.8,556,NA,NA,NA,"57:1"
"238",1992,9,19,"2",66,344,6.6,5.5,0.5,10,5,5.2,20,1.9,1.8,1,36.6,6.1,75.2,783,NA,NA,NA,"140:1"
"239",1992,9,19,"3",1,117,6.5,5,0.8,12,2.7,2.8,30,3.9,3.2,1.1,70.1,8.1,12.7,440,NA,NA,NA,"51:1"
"240",1992,9,19,"3",66,204,6.5,5.5,0.6,12,3.7,3.5,18,2.3,2.5,1.5,30.7,6.1,69.4,760,NA,NA,NA,"104:1"
"241",1992,11,11,"1",1,164,6.3,5,0.9,19,5,2.1,44,2,4.2,4,42.4,8.1,50.8,666,NA,NA,NA,"111:1"
"242",1992,11,11,"1",66,156,6.3,5,0.7,17,4,2.8,38,2.5,2.8,2.8,40.9,8.1,56.7,714,NA,NA,NA,"93:1"
"243",1992,11,11,"2",1,165,6.3,5,0.6,11,5,2.1,35,2.5,4.6,1.1,43.8,6.1,50.8,642,NA,NA,NA,"90:1"
"244",1992,11,11,"2",66,245,6.3,5.5,0.6,10,4,4.2,41,1.6,1.6,0.7,63.5,4,74.3,750,NA,NA,NA,"205:1"
"245",1992,11,11,"3",1,175,6.4,5,0.8,12,5,2.8,70,2.1,4.6,1.9,64.9,9.1,54.7,690,NA,NA,NA,"136:1"
"246",1992,11,11,"3",66,218,6.3,5,1,10,4,3.5,70,2.4,2.4,1,49.7,5,68.4,774,NA,NA,NA,"117:1"
"247",1991,3,28,"1",1,201,6.7,7.5,0.3,11,3.7,4.3,31,NA,4.3,2.7,NA,1,72.6,872,52,NA,NA,NA
"248",1991,3,28,"1",66,208,6.4,6,0.3,11,3.7,3.6,36,NA,3.6,2.1,NA,1,74.9,852,96,NA,NA,NA
"249",1991,3,28,"2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",1991,3,28,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",1991,3,28,"3",1,206,6.5,6,0.5,9,3.7,4.3,31,NA,3.9,2.5,NA,1,69,832,145,NA,NA,NA
"252",1991,3,28,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",1991,4,18,"1",1,208,6.8,7,0.4,11,3.7,4.3,36,3.2,3.9,1.9,54.1,7,79.1,822,87,NA,NA,"99:1"
"254",1991,4,18,"1",66,222,6.7,7,0.3,11,3.7,4.3,28,2.6,2.1,0.7,68.5,5,71.1,832,57,NA,NA,"128:1"
"255",1991,4,18,"3",1,170,6.7,7,0.6,14,3.7,4.3,46,2.6,10.1,2.8,32.2,7,68.1,872,55,NA,NA,"92:1"
"256",1991,4,18,"3",66,211,6.8,7,0.3,15,3.7,4.3,32,2.9,9.7,2.7,78.5,5.5,69.1,832,44,NA,NA,"121:1"
"257",1991,5,21,"1",1,185,6.6,7,0.5,12,3,3.7,17,3.7,2.3,0.6,89.7,7,61.6,840,208,NA,NA,"98:1"
"258",1991,5,21,"1",66,224,6.3,5,0.7,12,3,3.7,31,5,4.9,0.8,54.1,6,70.6,846,60,NA,NA,"60:1"
"259",1991,5,21,"2",1,202,6.8,7,0.5,12,3,3.7,20,3.6,2.3,0.5,87.5,2.1,60,789,145,NA,NA,"98:1"
"260",1991,5,21,"2",66,212,6.6,6.5,0.5,11,3,3.7,18,3,3,0.8,23.2,2.1,68.6,823,57,NA,NA,"73:1"
"261",1991,5,21,"3",1,207,6.7,7,0.5,10,3,3.7,21,2.2,1.6,0.6,94.1,1.1,63.1,812,96,NA,NA,"170:1"
"262",1991,5,21,"3",66,215,6.4,5,0.5,18,3,3.7,6,2,1.7,0.4,67.4,2.1,69.1,812,145,NA,NA,"163:1"
"263",1991,6,18,"1",1,119,6.6,5,0.5,13,2.8,2.4,14,5.5,2.9,1.5,59.8,10.9,44.5,504,304,NA,NA,"45:1"
"264",1991,6,18,"1",66,115,6.5,4,0.3,12,2.8,2.4,14,2.9,1.7,0.5,21,4.1,71.6,419,33,NA,NA,"76:1"
"265",1991,6,18,"2",1,81,6.5,3.5,0.4,13,1.8,2.4,14,5.4,2.7,1.4,51.3,9.9,52.5,419,197,NA,NA,"46:1"
"266",1991,6,18,"2",66,129,6.5,4,0.4,19,1.8,2.4,14,2.9,1.8,0.7,21.8,5,72.1,461,71,NA,NA,"77:1"
"267",1991,6,18,"3",1,127,6.7,4.5,0.4,14,2.8,2.4,10,5.2,2.8,1.8,47.4,5.5,40.5,503,167,NA,NA,"40:1"
"268",1991,6,18,"3",66,142,6.6,4.5,0.3,12,2.8,3.2,4,3.3,1.7,0.4,21.8,3.6,68.1,455,71,NA,NA,"65:1"
"269",1991,6,26,"1",1,147,7,6.5,0.7,NA,2.9,3.7,3,NA,NA,NA,NA,NA,NA,663,NA,NA,NA,NA
"270",1991,6,26,"1",66,215,6.7,7,0.5,NA,4.9,3.7,3,NA,NA,NA,NA,NA,NA,832,NA,NA,NA,NA
"271",1991,6,26,"2",1,157,7,7,0.6,NA,3.9,3.7,5,NA,NA,NA,NA,NA,NA,675,NA,NA,NA,NA
"272",1991,6,26,"2",66,211,6.6,7,0.4,NA,3.9,3.7,7,NA,NA,NA,NA,NA,NA,815,NA,NA,NA,NA
"273",1991,7,1,"3",1,164,6.9,7,0.5,NA,3.9,3.7,3,NA,NA,NA,NA,NA,NA,686,NA,NA,NA,NA
"274",1991,7,1,"3",66,159,6.4,5,0.6,NA,3.9,4.2,12,NA,NA,NA,NA,NA,NA,797,NA,NA,NA,NA
"275",1991,7,15,"1",1,144,6.8,11,0.8,15,2.9,2.8,20,8.2,4.6,1.4,90.9,4.5,1,267,359,NA,NA,"27:1"
"276",1991,7,15,"1",66,150,6,8,0.4,13,3.9,4.2,10,4.8,2.1,0.8,28.8,4.1,69.1,786,52,NA,NA,"49:1"
"277",1991,7,15,"2",1,109,6.5,5,0.3,11,2.9,2.8,10,6.7,3.4,1.2,75.3,8,1,323,381,NA,NA,"27:1"
"278",1991,7,15,"2",66,156,6.3,7,0.9,19,3.9,4.2,42,6.7,6.7,0.5,24.9,4.1,70.1,780,76,NA,NA,"34:1"
"279",1991,7,15,"3",1,103,6.5,8,0.7,11,2.9,2.8,18,4.8,11.5,1.2,70.4,5,7.3,334,348,NA,NA,"39:1"
"280",1991,7,15,"3",66,148,6.2,5,0.5,19,2.9,4.2,10,2.6,2.4,0.6,35.8,4.1,70.6,740,112,NA,NA,"98:1"
"281",1991,8,16,"1",1,128,6.8,13,1.2,11,2.9,2.1,14,11.9,6.7,2.3,79.9,5.5,5.3,102,353,NA,NA,"17:1"
"282",1991,8,16,"1",66,221,6.2,7,0.4,9,2.9,4.2,5,3.8,6.7,1,36.2,6,73.1,722,63,NA,NA,"69:1"
"283",1991,8,16,"2",1,134,6.7,6,0.6,9,2.9,2.8,8,8.7,3,0.9,67.4,5,1,96,255,NA,NA,"19:1"
"284",1991,8,16,"2",66,220,6.5,6,0.6,11,2.9,4.2,8,2.9,3.3,1.5,39.3,4.1,69.1,804,35,NA,NA,"89:1"
"285",1991,8,16,"3",1,139,6.7,5,1,9,2.9,2.8,12,11.2,3.2,1.2,86.2,3.11,1,26,298,NA,NA,"19:1"
"286",1991,8,16,"3",66,220,6.5,7,0.6,9,2.9,3.5,5,3.5,1.4,0.5,44.5,1.1,71.1,810,63,NA,NA,"79:1"
"287",1991,9,16,"1",1,102,6.7,5,1,12,2.9,1.8,14,9.4,3.3,1.1,109.1,6,6.8,264,183,NA,NA,"29:1"
"288",1991,9,16,"1",66,217,6.7,6,0.5,12,2.9,5.5,10,3.4,1.9,0.8,83,2.1,72.6,882,60,NA,NA,"109:1"
"289",1991,9,16,"2",1,110,6.7,5,0.7,15,2.9,1.8,14,5.5,2.2,0.5,73.7,3.1,5.3,344,161,NA,NA,"34:1"
"290",1991,9,16,"2",66,207,6.4,4,1.4,10,2.9,5.5,6,2.5,1.8,0.5,47.6,2.6,71.1,836,60,NA,NA,"113:1"
"291",1991,9,16,"3",1,110,6.8,6,1.9,14,2.9,1.8,10,7,3.7,0.9,82,22.7,6.8,286,126,NA,NA,"30:1"
"292",1991,9,16,"3",66,211,6.7,5,1,10,2.9,5.5,6,2.5,1.5,0.4,54.9,2.6,71.1,814,76,NA,NA,"120:1"
"293",1991,10,17,"1",1,107,6.2,5,1.3,14,2.9,2.2,48,6.1,4.4,1.2,79.9,9.3,39.5,602,87,NA,NA,"47:1"
"294",1991,10,17,"1",66,220,6.5,6.5,1.4,10,3.9,3.6,23,3.9,2.5,0.8,51.8,3.1,72.6,874,49,NA,NA,"76:1"
"295",1991,10,17,"2",1,123,6.6,6,1.6,21,2.9,2.2,28,4.7,3.8,2.5,58,8,39.5,613,76,NA,NA,"50:1"
"296",1991,10,17,"2",66,223,6.6,7,1.2,17,2.9,5,30,2.9,2,0.7,47.2,3.6,73.6,852,46,NA,NA,"99:1"
"297",1991,10,17,"3",1,128,6.5,6,1.6,13,2.9,2.2,10,5.6,2.9,1,74.7,20.5,40.5,556,96,NA,NA,"49:1"
"298",1991,10,17,"3",66,225,6.6,7,1.4,18,3.9,3.6,12,3.2,1.9,0.6,50.8,3.6,74.1,840,55,NA,NA,"93:1"
"299",1991,11,12,"1",1,179,6.5,6.5,0.3,10,2.8,3.8,16,3.9,2.8,1.7,60.1,3.7,59.6,816,65,NA,NA,"73:1"
"300",1991,11,12,"1",66,130,6.5,6,0.4,9,2.8,3,27,3.2,2.8,1.9,66.3,6.3,67.9,710,63,NA,NA,"100:1"
"301",1991,11,12,"2",1,138,6.7,6,0.4,15,2.8,2.3,33,4.1,2.5,1.2,59.1,7.3,56.1,665,76,NA,NA,"67:1"
"302",1991,11,12,"2",66,224,6.3,6,0.4,14,3.8,4.6,74,2.9,4.3,1.6,53.9,2.2,80.8,848,55,NA,NA,"111:1"
