"","Year","Month","Day","Sampling Site","Depth","Conductivity (mmohs·cm-1)","pH (units)","Alkalinity (mg·L-1 as CaCO3)","Turbidity (NTU)","Color (PT units)","Calcium (mg·L-1)","Magnesium (mg·L-1)","Iron (mg·L-1)","Total Phosphorus (mg·L-1 as P)","Total Filterable Phosphorus (mg·L-1 as P)","Filterable Reactive Phosphorus (mg·L-1 as P)","Total Kjeldahl Nitrogen (mg·L-1 as N)","Ammonia (mg·L-1 as N)","Nitrate + Nitrite (mg·L-1 as N)","Reactive Silicon (mg·L-1 as Si)","Particulate Carbon (mg·L-1 as C)","Total Particulate Phosphorus (mg·L-1 as P)","Total Particulate Nitrogen (mg·L-1 as N)","N:P (atom ratio)"
"737",1983,9,8,"4",1,102,7.6,6,NA,NA,2.6,1.1,27,2.7,1.3,0.2,47,1.1,32.4,457,245,0.7,NA,"2.9173611111111111"
"738",1983,9,8,"4",66,185,6.7,8,NA,NA,2.9,3.4,9,2,1.2,0.6,29,1.1,62.7,940,24,1.3,NA,"4.5423611111111111"
"739",1983,9,16,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,3.1,2.2,0.4,50.3,3.9,27.3,NA,289,0.9,NA,"2.5006944444444446"
"740",1983,9,16,"1",66,194,7.2,8,NA,NA,3.5,6.6,16,1.7,2.1,0.7,22.4,1.3,51,318,71,1,NA,"4.2923611111111111"
"741",1983,9,16,"2",1,104,7.1,7,0.4,NA,2.5,1.9,23,1.9,1.7,1,47,2.2,21.5,453,91,0.6,NA,"3.5840277777777776"
"742",1983,9,16,"2",66,NA,NA,NA,0.3,NA,4.4,4.1,10,1.5,NA,NA,20.7,NA,NA,749,163,1.3,NA,"1.3756944444444446"
"743",1983,10,20,"1",1,117,6.6,10,NA,NA,2.7,2.5,24,2.4,2.2,0.9,43.9,14.7,30.7,875,217,0.9,NA,"3.0840277777777776"
"744",1983,10,20,"1",66,236,6.7,11,NA,NA,3.4,3.4,27,1.6,1.2,0.7,20.7,1.1,51.8,994,171,1.4,NA,"4.5006944444444441"
"745",1983,10,20,"2",1,126,6.8,8,NA,NA,2.5,2.5,24,1.9,NA,NA,40.6,NA,NA,851,189,NA,NA,NA
"746",1983,10,20,"2",66,231,6.7,8,NA,NA,3.2,2.9,8,2,1.7,0.6,21,1.2,67.1,954,243,1.2,NA,"4.3756944444444441"
"747",1983,11,8,"3",1,142,6.5,7,NA,NA,3.3,3.5,21,2.6,1.6,0.6,42.9,9.1,31,892,24,4.3,NA,"2.8340277777777776"
"748",1983,11,8,"3",66,240,6.3,8,NA,NA,4.5,3.8,10,2.5,1.4,0.6,31.6,3.6,67.4,933,24,2.6,NA,"3.9173611111111111"
"749",1983,11,8,"4",1,153,6.2,7,NA,NA,4.1,3.5,18,2.9,1.7,0.6,43.2,4.2,38.2,867,24,NA,NA,"2.7923611111111111"
"750",1983,11,8,"4",66,234,6.2,8,NA,NA,4.1,4.2,13,2.7,2.2,0.9,40.6,11,66.9,909,24,NA,NA,"3.9590277777777776"
"751",1982,4,13,"3",1,150,7,8,NA,NA,2.9,4.6,41,2.2,1.7,0.8,82.2,5.5,60.1,891,182,1.5,NA,"154:1"
"752",1982,4,13,"3",66,155,7.1,8,NA,NA,2.9,4.6,28,2.1,1.9,0.7,65.2,2.7,69.2,909,72,1.3,NA,"153:1"
"753",1982,4,13,"4",1,155,6.9,7,NA,NA,6.3,15.3,40,2.4,2.6,0.9,43.2,4.9,66.6,914,158,1.6,NA,"109:1"
"754",1982,4,13,"4",66,152,7,8,NA,NA,3.8,4.4,35,4.5,2,1.3,43.2,2.4,62.6,623,93,1.3,NA,"56:1"
"755",1982,4,16,"1",1,147,7,8,NA,NA,2.9,4.1,2.1,16.6,2.1,1.4,173.8,5.9,68,915,59,1.5,NA,"35:1"
"756",1982,4,16,"1",66,155,7,8,NA,NA,2.9,4.1,23,12.5,2.5,1.4,312.8,2.5,65.1,898,104,1.6,NA,"72:1"
"757",1982,4,16,"2",1,150,7,8,NA,NA,2.9,3.8,16,4.6,2.4,1.4,116.1,3.3,59.9,872,93,1.5,NA,"91:1"
"758",1982,4,16,"2",66,155,7,8,NA,NA,2.9,4.6,33,3.1,2.4,0.8,87.3,5.6,66.3,964,74,1.1,NA,"118:1"
"759",1982,5,5,"1",1,155,7,8,NA,NA,3.6,4.1,38,2.5,2.3,0.8,46.6,8,67.5,902,50,1.2,NA,"109:1"
"760",1982,5,5,"1",66,164,7,9,NA,NA,3.6,5.8,24,2.9,1.2,0.9,48.8,1.9,70.5,904,218,1.4,NA,"98:1"
"761",1982,5,5,"2",1,155,7,9,NA,NA,3.6,4.9,30,3.2,1.3,0.9,33.6,2.2,68.2,885,48,1.5,NA,"76:1"
"762",1982,5,5,"2",66,155,6.8,8,NA,NA,3,4.5,26,1.7,1.2,1.1,7.6,1.6,57.6,837,95,1,NA,"92:1"
"763",1982,5,10,"3",1,155,7,8,NA,NA,3.6,5.8,31,3.6,2.5,1.4,33.8,7.4,71.5,898,74,1.4,NA,"70:1"
"764",1982,5,10,"3",66,154,7,8,NA,NA,3.6,5.8,22,3.7,2,1.1,37.2,1.1,79.1,880,52,1.3,NA,"75:1"
"765",1982,5,10,"4",1,153,7.1,8,NA,NA,3.6,4.4,37,2.2,1.4,0.9,20.3,1.1,77,898,74,1.4,NA,"106:1"
"766",1982,5,10,"4",66,154,7,8,NA,NA,2.9,4.6,28,2.5,2.2,1.7,5.9,2.3,70.3,877,85,1,NA,"73:1"
"767",1982,5,27,"1",1,143,6.7,8,NA,NA,7.2,3.1,39,1.8,1.6,1.1,32.9,34.7,69.2,949,108,1.1,NA,"135:1"
"768",1982,5,27,"1",66,202,6.8,8,NA,NA,7.2,3.4,20,1.6,1.5,0.9,19.9,1.6,66.8,984,106,1.4,NA,"129:1"
"769",1982,5,27,"2",1,155,6.7,8,NA,NA,7.2,3.1,29,2.3,1.2,0.7,30.5,1.9,69.1,919,208,1.4,NA,"103:1"
"770",1982,5,27,"2",66,186,6.8,8,NA,NA,7.2,3.1,28,2.7,2.2,0.7,35.6,1.1,69.2,962,91,1.4,NA,"93:1"
"771",1982,5,28,"3",1,186,6.8,8,NA,NA,7.3,3.9,25,2.1,1.6,0.9,10.8,5.3,66.8,969,364,2,NA,"88:1"
"772",1982,5,28,"3",66,194,6.7,7,NA,NA,7.2,3.1,22,1.3,1.1,0.6,10.8,3.3,70.8,948,63,1.3,NA,"150:1"
"773",1982,5,28,"4",1,191,6.8,7,NA,NA,7.2,3.1,26,1.7,1.8,1.1,19.5,36.8,44.9,955,113,1.1,NA,"90:1"
"774",1982,5,28,"4",66,201,6.8,8,NA,NA,7.2,3.4,20,2.2,1.1,0.7,23.1,4,71,951,78,1,NA,"102:1"
"775",1982,6,15,"1",1,NA,NA,NA,NA,NA,7.3,2.3,24,4.6,1.4,1.2,23.3,15.1,44.9,911,143,2.1,NA,"35:1"
"776",1982,6,15,"1",66,NA,NA,NA,NA,NA,7.3,3.1,24,3.3,2.1,1.3,27.2,16.5,75.7,1005,48,1.2,NA,"74:1"
"777",1982,6,15,"2",1,NA,NA,NA,NA,NA,7.2,3.1,24,2.7,2.3,1.1,24,27.7,51.6,944,134,1.5,NA,"67:1"
"778",1982,6,15,"2",66,209,6.8,8,NA,NA,7.2,3.4,17,2.8,1.3,0.9,10.1,2.3,74.3,997,89,1.6,NA,"72:1"
"779",1982,6,17,"3",1,NA,NA,NA,NA,NA,7.2,2.6,26,2.3,1.7,1.2,64.1,10.9,55,949,102,1.6,NA,"123:1"
"780",1982,6,17,"3",66,204,6.8,8,NA,NA,7.2,3.1,35,3.2,1.6,0.7,25.8,9.7,69.7,1014,85,1,NA,"71:1"
"781",1982,6,17,"4",1,NA,NA,NA,NA,NA,7.2,3.1,25,5.4,3.1,1.4,66.7,1.7,56,994,74,1.5,NA,"54:1"
"782",1982,6,17,"4",66,154,7,8,NA,NA,7.2,3.4,28,2.8,2.7,0.9,34.5,6,72.4,980,NA,1.4,NA,"91:1"
"783",1982,7,6,"3",1,153,6.3,4,NA,NA,7.2,2.6,22,2.8,1,0.5,33.7,22,31.9,865,113,1.5,NA,"56:1"
"784",1982,7,6,"3",66,202,6,4,NA,NA,7.3,3.1,21,2.4,1.1,0.6,31.1,1.1,58.5,986,102,1.2,NA,"89:1"
"785",1982,7,6,"4",1,152,7,8,NA,NA,7.2,2.3,15,3.7,1.4,0.8,25.8,1.1,34.7,875,113,1.8,NA,"39:1"
"786",1982,7,6,"4",66,205,6.8,8,NA,NA,7.2,3.1,24,2.5,1.9,0.4,22,1.1,65.8,960,69,2.3,NA,"84:1"
"787",1982,7,14,"1",1,155,6.9,8,NA,NA,7.3,2.6,25,2.9,1.4,0.7,44.4,11.7,39.8,886,154,1.9,NA,"69:1"
"788",1982,7,14,"1",66,207,6.5,7,NA,NA,7.3,2.9,24,4.2,1.9,0.4,37.5,1.1,67.9,994,346,1.9,NA,"60:1"
"789",1982,7,14,"2",1,159,7,8,NA,NA,7.3,2.3,21,2.9,1.6,1.1,44.6,1.9,39,924,240,1.4,NA,"69:1"
"790",1982,7,14,"2",66,211,6.8,8,NA,NA,7.3,2.6,28,2.9,1.2,0.6,39.3,1.1,55.2,978,96,1,NA,"78:1"
"791",1982,7,27,"1",1,151,6.7,3,NA,NA,1.7,0.9,13,5,4.3,1.7,33.6,7.6,31.4,177,172,1.8,NA,"31:1"
"792",1982,7,27,"1",66,234,6.9,8,NA,NA,3.3,4,13,5.8,1.3,0.6,68.2,1.1,69,889,157,1.1,NA,"56:1"
"793",1982,7,27,"2",1,166,6.9,8,NA,NA,2.9,4,16,2.6,1.3,0.6,27.6,1.1,34.5,791,323,0.8,NA,"57:1"
"794",1982,7,27,"2",66,229,6.9,8,NA,NA,3.3,4,7,3.4,1.8,0.9,22.1,1.1,65.7,925,98,1.4,NA,"62:1"
"795",1982,7,29,"3",1,146,7,8,NA,NA,2.5,2.5,6,3.3,1.1,0.6,34.5,4.3,31.5,301,218,1.4,NA,"48:1"
"796",1982,7,29,"3",66,234,6.9,8,NA,NA,3.3,3.4,11,4.5,1.4,0.5,42.4,1.1,60.6,878,120,1.1,NA,"55:1"
"797",1982,7,29,"4",1,168,6.9,8,NA,NA,2.9,2.8,10,3.4,1,0.4,37.7,1.1,32.9,800,200,1.3,NA,"50:1"
"798",1982,7,29,"4",66,231,6.8,8,NA,NA,2.9,4,9,5.3,0.9,0.4,41.7,1.1,68.8,879,163,1.6,NA,"50:1"
"799",1982,8,17,"1",1,148,6.9,8,NA,NA,3.3,2.8,20,6.1,1.9,1.2,50.5,12.6,16,793,160,3,NA,"26:1"
"800",1982,8,17,"1",66,228,6.9,8,NA,NA,3.8,4,25,3.8,1.5,0.6,31,1.5,64.8,912,366,1.4,NA,"60:1"
"801",1982,8,17,"2",1,157,7,8,NA,NA,3.3,2.8,15,2.9,1.2,0.7,25.8,1.1,17.7,828,130,1.8,NA,"36:1"
"802",1982,8,17,"2",66,235,6.9,8,NA,NA,3.3,4,72,3.6,1.5,0.6,23.9,1.1,65.1,898,308,1.3,NA,"59:1"
"803",1982,8,19,"3",1,160,7,8,NA,NA,3.3,2.8,19,3.2,8.2,2.3,43.3,5.6,10.5,789,102,1.6,NA,"33:1"
"804",1982,8,19,"3",66,232,6.9,8,NA,NA,3.3,4,77,5.5,1.9,0.8,53.5,1.1,68.5,892,197,1.1,NA,"53:1"
"805",1982,8,19,"4",1,159,6.9,8,NA,NA,3.3,2.8,15,3.8,1.6,1.3,50.2,1.1,19.1,787,354,1.5,NA,"44:1"
"806",1982,8,19,"4",66,232,6.9,8,NA,NA,3.3,4,20,5,1.7,1.4,51.9,1.1,52,889,209,1.1,NA,"50:1"
"807",1982,9,8,"3",1,144,7,8,NA,NA,3.3,2.8,27,4.6,2.4,0.7,38.5,4.9,27,789,346,2.3,NA,"34:1"
"808",1982,9,8,"3",66,236,6.9,8,NA,NA,3.3,4.7,11,3.2,2,0.2,28.5,1.1,63.2,871,371,1,NA,"68:1"
"809",1982,9,8,"4",1,148,6.9,8,NA,NA,3.8,2.5,32,3.4,2.4,0.4,30,2.8,34.1,786,50,2.5,NA,"45:1"
"810",1982,9,8,"4",66,233,6.9,8,NA,NA,3.3,4.4,16,3.1,2.3,0.2,25.3,2.2,56.9,885,219,1.5,NA,"63:1"
"811",1982,9,9,"1",1,137,7,8,NA,NA,2.5,2.2,34,4.5,2,0.6,47.8,13,15.8,803,130,1.9,NA,"34:1"
"812",1982,9,9,"1",66,229,6.9,8,NA,NA,3.3,4,25,3.5,1.4,0.2,20,2.1,40.3,899,163,1.6,NA,"41:1"
"813",1982,9,9,"2",1,140,7,8,NA,NA,3.3,1.8,18,3.5,2.1,0.3,43.6,1.1,23.1,797,409,2.1,NA,"45:1"
"814",1982,9,9,"2",66,233,6.9,8,NA,NA,3.3,4,8,3,2.5,0.3,15.2,1.1,45,875,114,1.5,NA,"48:1"
"815",1982,10,7,"2",1,148,6.7,9,NA,NA,5,1.4,20,NA,1.7,1.5,NA,26.6,38.1,415,228,3,NA,NA
"816",1982,10,7,"2",66,249,6.8,10,NA,NA,3.8,3.5,6,3.6,1.6,1.1,37.7,9.6,78.6,598,346,1.3,NA,"77:1"
"817",1982,10,7,"3",1,134,6.6,10,NA,10.9,5,4.9,27,5.3,1.8,1.3,40.1,6.4,35.1,366,102,2.7,NA,"34:1"
"818",1982,10,7,"3",66,226,6.7,10,NA,NA,3.8,4.2,12,3.9,1.7,1.3,33.9,7.2,71.1,637,215,2.1,NA,"64:1"
"819",1982,10,19,"1",1,151,6.8,10,NA,NA,6.3,2.8,32,6,2.1,1.5,40.8,20.4,36.3,394,191,3.5,NA,"31:1"
"820",1982,10,19,"1",66,220,6.7,10,NA,NA,3.8,4.2,20,3.8,1.3,1,16.9,8.9,68.6,422,117,2.1,NA,"54:1"
"821",1982,10,19,"2",1,137,6.5,10,NA,NA,3.8,3.5,27,5.6,1.4,1.5,31.6,7.6,40.8,371,133,2.7,NA,"31:1"
"822",1982,10,19,"2",66,245,6.7,10,NA,NA,5,4.2,12,3.9,1.2,1,20.8,6,72.7,590,99,1.8,NA,"57:1"
"823",1982,10,22,"3",1,146,6.6,10,NA,NA,7.5,2.8,37,4.3,1.9,0.4,50.9,5.6,42.4,351,169,2.6,NA,"52:1"
"824",1982,10,22,"3",66,228,6.6,10,NA,NA,5,4.9,14,3.4,1.6,0.4,40.1,2.4,75,508,346,NA,NA,"81:1"
"825",1982,10,22,"4",1,153,6.7,9,NA,NA,5,3.5,24,5.1,1.8,0.4,51.6,3.6,45.4,467,191,2.4,NA,"45:1"
"826",1982,10,22,"4",66,238,6.7,10,NA,NA,3.8,4.2,6,5.2,1.5,0.4,50.9,4.7,61.1,554,212,3,NA,"51:1"
"827",1982,11,10,"1",1,135,6.5,8,NA,NA,3.8,2.1,14,2.8,1.8,0.4,22.3,5.5,42.1,425,142,1.8,NA,"55:1"
"828",1982,11,10,"1",66,267,6.6,10,NA,NA,5,5.6,14,2.6,1.8,0.4,13.2,8.8,46.6,528,209,1.3,NA,"55:1"
"829",1982,11,10,"2",1,168,6.5,10,NA,NA,3.8,3.5,31,2.9,1.6,0.6,26.1,1.1,31,335,194,1.7,NA,"47:1"
"830",1982,11,10,"2",66,255,6.5,10,NA,NA,3.8,5.6,29,2.7,2,0.2,13.2,5.9,77,400,74,1.3,NA,"80:1"
"831",1982,11,16,"3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",1982,11,16,"3",66,136,6.7,19,NA,NA,16.3,22.8,2884,5.7,28.2,9.3,64.2,30.7,87.6,579,77,1.6,NA,"64:1"
"833",1982,11,16,"4",1,167,6.7,10,NA,NA,5,4.2,32,3.1,1.7,0.2,26.9,3.3,42.2,460,24,1.7,NA,"53:1"
"834",1982,11,16,"4",66,204,6.7,10,NA,NA,5,3.5,24,3.7,1.6,0.2,10.9,2.4,52.3,511,80,1.2,NA,"41:1"
"835",1982,12,2,"1",1,187,6.8,15,NA,NA,3.7,3.1,45,3.3,1.6,1.4,17.8,9.9,39.9,892,148,1.5,NA,"42:1"
"836",1982,12,2,"1",66,261,6.8,15,NA,NA,2.7,3.1,47,3.6,1.4,1,20.5,5.3,29.4,931,130,1.4,NA,"33:1"
"837",1982,12,2,"4",1,166,6.8,15,NA,NA,3.7,3.7,44,3.5,1.6,1.2,36,7.7,29.1,855,105,1.2,NA,"44:1"
"838",1982,12,2,"4",66,205,6.8,14,NA,NA,3.2,4.3,47,3.2,1.8,1.3,23.8,6.5,34.2,881,185,1,NA,"43:1"
"839",1980,4,30,"1",6,174,6.5,5,NA,NA,3,3.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",1980,4,30,"1",12,160,6.4,6,NA,NA,2.6,3.4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",1980,5,5,"A",1,195,7.7,6,NA,NA,2.6,3.4,19,3.6,2.4,0.9,40.8,7.3,74.2,750,194,1.4,NA,"76:1"
"842",1980,5,5,"A",15,187,6.8,7,NA,NA,2.7,4,3,2.5,1.8,1.5,21,16.1,65.2,641,230,1.3,NA,"82:1"
"843",1980,5,5,"A",50,138,6.6,5,NA,NA,2.6,2.8,7,2.5,2.1,1.1,13.4,19.1,48.6,554,178,2,NA,"59:1"
"844",1980,5,5,"A",100,5700,7,55,NA,NA,51.1,103.1,65,22.6,16.1,14.3,313.4,1227,6.9,1329,222,4.6,NA,"34:1"
"845",1980,5,5,"A",150,20000,7.6,38,NA,NA,33.3,410.8,NA,747.6,688.3,770.6,1407,2094,10,5511,313,2.5,NA,"5:1"
"846",1980,6,6,"A",1,193,6.5,8,NA,NA,4.2,2.1,9,2.5,3.3,0.7,22.3,10.6,38.6,624,308,1.2,NA,"58:1"
"847",1980,6,6,"A",6,193,6.6,7,NA,NA,3.4,3.1,26,NA,NA,NA,NA,NA,NA,624,NA,NA,NA,NA
"848",1980,6,6,"A",12,210,7,7,NA,NA,3,3.1,30,NA,NA,NA,NA,NA,NA,628,NA,NA,NA,NA
"849",1980,6,6,"A",15,198,6.3,6,NA,NA,3.4,3.7,25,1.9,1,0.9,79.7,13.5,56.3,639,215,1.1,NA,"171:1"
"850",1980,6,6,"A",50,240,6.2,6,NA,NA,3.4,3.7,6,2,1.2,1,14.9,16.2,57.2,657,178,1.1,NA,"86:1"
"851",1980,6,6,"A",100,6500,6.7,64,NA,NA,NA,116.4,93,11.6,11,10.9,236.8,1102,4.6,3699,481,2.4,NA,"50:1"
"852",1980,6,6,"A",150,2000,7.8,470,NA,NA,340,398.6,68,838.3,754.5,864.8,NA,1369,14.6,3403,475,3.1,NA,NA
"853",1980,7,9,"A",0,159,6.4,5,NA,NA,3.4,2.5,17,NA,NA,NA,NA,NA,NA,865,NA,NA,NA,NA
"854",1980,7,9,"A",1,176,6.7,7,NA,NA,2.5,3.1,36,1.9,1.7,1.2,19.5,6.4,41.8,853,185,NA,NA,"77:1"
"855",1980,7,9,"A",15,190,6.2,5,NA,NA,3.4,3.7,15,2.2,1.3,2.4,8.4,2.2,51.5,986,387,NA,NA,"65:1"
"856",1980,7,9,"A",50,250,6.5,8,NA,NA,2.9,4.3,22,2.6,1.7,0.7,5.4,2.7,69,961,24,NA,NA,"68:1"
"857",1980,7,9,"A",100,25000,6.9,20,NA,NA,34.3,31,70,4.2,6.5,9.5,195.3,108.9,86.5,1408,227,NA,NA,"160:1"
"858",1980,8,7,"A",0,137,6.6,7,NA,NA,2.5,2,26,NA,NA,NA,NA,NA,NA,860,NA,NA,NA,NA
"859",1980,8,7,"A",1,137,6.6,7,NA,NA,3.4,2,20,2.8,1.6,1.2,47,3,24.2,815,136,NA,NA,"61:1"
"860",1980,8,7,"A",2,140,6.5,8,NA,NA,3.4,3.1,33,NA,NA,NA,NA,NA,NA,863,NA,NA,NA,NA
"861",1980,8,7,"A",15,175,6.8,7,NA,NA,3.4,3.1,21,3.2,2.8,1,22,2.8,45.1,906,25,NA,NA,"50:1"
"862",1980,8,11,"A",50,230,6.8,7,NA,NA,2.5,3.7,36,3.2,2.6,0.9,22.5,12.6,79.5,946,29,NA,NA,"76:1"
"863",1980,8,11,"A",100,925,6.6,11,NA,NA,7.7,14.8,23,3.7,1.9,0.9,22.5,4.1,140.6,1108,24,NA,NA,"105:1"
"864",1980,9,11,"A",0,133,6.6,10,NA,NA,2.6,2.5,17,NA,NA,NA,NA,NA,NA,842,NA,NA,NA,NA
"865",1980,9,11,"A",1,131,6.7,9,NA,NA,2.9,2.3,17,2.5,1.9,0.9,46.8,21.4,28.5,844,NA,1.12,NA,"72:1"
"866",1980,9,11,"A",11,129,6.7,9,NA,NA,2.6,2.7,15,NA,NA,NA,NA,NA,NA,824,NA,NA,NA,NA
"867",1980,9,11,"A",15,145,6.7,10,NA,NA,2.6,2.2,16,1.7,1,1.7,40.8,5.7,33.7,849,NA,0.5,NA,"105:1"
"868",1980,9,11,"A",50,240,6.7,9,NA,NA,4.1,4.7,9,1.8,1.9,0.6,12.4,5.5,73.7,909,NA,0.6,NA,"114:1"
"869",1980,9,11,"A",100,5000,6.7,61,NA,NA,31.5,68,180,9.8,7.4,5.9,257.6,716,3.4,1803,170,2.2,NA,"64:1"
"870",1980,10,18,"A",0,135,6.8,7,NA,NA,3.4,2.2,3,6.8,NA,NA,NA,NA,NA,842,NA,NA,NA,NA
"871",1980,10,18,"A",1,136,6.8,7,NA,NA,3,2.2,64,3.4,1.9,1.3,31.6,21.7,46.4,847,143,NA,NA,"55:1"
"872",1980,10,18,"A",7,136,6.8,7,NA,NA,3.8,1.6,68,NA,NA,NA,NA,NA,NA,844,NA,NA,NA,NA
"873",1980,10,18,"A",15,136,6.9,8,NA,NA,3,2.2,3,3.4,1.5,1.4,22,6.3,50.5,847,NA,NA,NA,"51:1"
"874",1980,10,18,"A",50,240,6.8,8,NA,NA,3.8,3.7,21,1.9,0.7,1.8,28.6,3.8,68,942,NA,NA,NA,"121:1"
"875",1980,10,18,"A",100,740,6.9,11,NA,NA,6.9,12.4,57,2,3.2,1.3,13.2,3.2,116.5,1069,NA,NA,NA,"155:1"
"876",1980,12,5,"A",0,172,6.7,7,NA,NA,3.1,2.9,21,3,NA,NA,NA,NA,NA,918,NA,0.5,NA,NA
"877",1980,12,5,"A",1,172,6.7,6,NA,NA,3.1,3.3,19,2.9,1.6,0.8,13.2,28.7,65.3,911,24,0.5,NA,"65:1"
"878",1980,12,5,"A",8,174,6.7,8,NA,NA,3.1,2.4,24,3,NA,NA,NA,NA,NA,891,NA,NA,NA,NA
"879",1980,12,5,"A",50,174,6.8,6,NA,NA,3.1,2.9,22,5.5,2.3,0.9,8.9,4.9,68.8,934,29,0.6,NA,"34:1"
"880",1980,12,5,"A",100,175,6.7,54,NA,NA,NA,25.7,162,8.5,5.1,8.5,598.2,549.9,3.4,1828,442,5.4,NA,"169:1"
"881",1981,2,19,"A",1,15,6.1,7,NA,NA,3,3.3,25,NA,2.3,1,17.7,24.6,84.4,983,24,NA,NA,NA
"882",1981,2,19,"A",15,16,6.1,7,NA,NA,3.8,3.3,7,4.5,2.5,1,43.8,33.7,86.5,964,NA,NA,NA,"69:1"
"883",1981,2,19,"A",50,16,6.2,7,NA,NA,3,6.8,8,2.5,2.5,2.4,30.1,6.2,60.8,1088,NA,NA,NA,"87:1"
"884",1981,2,19,"A",100,950,6.2,7,NA,NA,7,18,32,NA,3.1,1.8,22,4.6,163.4,1177,NA,NA,NA,NA
